ID,CATEGORY,LINK,NAME ,DESCRIPTION,COMPANY,IMAGE
185,Sciences,https://www.jobstreet.com.my/en/job/r-d-qa-chemist-4800272?jobId=jobstreet-my-job-4800272&sectionRank=81&token=0~3b5b3d59-015d-40b8-9a3e-0788fade4126&fr=SRP%20Job%20Listing,R&D & QA chemist,"Job Description: To be based at serdang/semenyih .To assist in maintaining ISO 9001, and ISO 22000 (HACCP & GMP).To ensure all products meet Malaysia Food Acts & Food Regulations.Develop personal care & cosmetics product formulation.Ensure formulas are stable and comply to NPRA requirements.Managing product development timeline, cost and quality.To oversee overall running of R&D and QA department.Conduct relative training to department.To provide quality service that meet customers’ expectation.Maintain proper filing and documentation system.Perform others job related duties as assigned.Able to do multitasking job.",LV WORLDWIDE (M) SDN BHD,
186,Sciences,https://www.jobstreet.com.my/en/job/food-technologist-tss-1205248-9203697/origin/sg?jobId=jobstreet-sg-job-9203697&sectionRank=82&token=0~3b5b3d59-015d-40b8-9a3e-0788fade4126&fr=SRP%20Job%20Listing,Food Technologist (TSS-1205248),"Job Description: Supporting commodities' approval process.Data entering on specification platform (SPEQ).Maintaining specification up to date on SPEQ systemExecuting product cutting and sensory with suppliers and Franchisees.Arranging and preparing samples for product testing.Analyzing and uploading Testing & Cutting Results result.Coordinating product endorsement between the company, Vendor Labs, Franchisees and Suppliers.Uploading complaints/incidents data in system.",SGS Testing & Control Services Singapore,
187,Sciences,https://www.jobstreet.com.my/en/job/fresh-food-executive-4804158?jobId=jobstreet-my-job-4804158&sectionRank=83&token=0~3b5b3d59-015d-40b8-9a3e-0788fade4126&fr=SRP%20Job%20Listing,Fresh Food Executive,"Job Responsibility:Support Demand Planning Manager in the weekly demand forecasts and weekly allocations for MyNEWS Kineya & MyNEWS Ryoyupan (both for myNEWS and myCU) and various Fresh Food categories based on sales data, and sales & marketing activities (promotions, phase in/phase out, new launches, product discontinuations).Prepare weekly allocation files for MyNEWS Kineya & MyNEWS Ryoyupan (both myNEWS and myCU), weekly Fresh Food sales report, internal sales review & other reports as requested by Management.Fully in-charge on the new ordering for new stores and spot any ordering abnormality across all the stores to ensure consistent planned delivery and to avoid OOS.Ensure all outlets have sufficient SOH and proactively to spot insufficient SOH abnormality to avoid OOS / loss sales situation.Support the rest of FF team members for NPD & launch to stores.Assist in ad-hoc tasks assigned by Superior from time to time.",myNEWS HOLDINGS BERHAD,
188,Sciences,https://www.jobstreet.com.my/en/job/senior-reporting-analyst-4796161?jobId=jobstreet-my-job-4796161&sectionRank=85&token=0~3b5b3d59-015d-40b8-9a3e-0788fade4126&fr=SRP%20Job%20Listing,Senior Reporting Analyst,"Job Description: As a seasoned Reporting Analyst, you will be be a part of the ever-growing team to design, build, automate and manage our client's operations' performance reports and dashboard, executive reports (MBRs and QBRs) and people performance. The individual is also responsible for providing operational insights through in-depth and thorough data gathering, scrubbing transformation and analysis. The role will assist in developing standardized reports, dashboards and self-service access to critical information for individuals across all the operational groups.",TDCX,
189,Sciences,https://www.jobstreet.com.my/en/job/special-process-technician-4805493?jobId=jobstreet-my-job-4805493&sectionRank=90&token=0~3b5b3d59-015d-40b8-9a3e-0788fade4126&fr=SRP%20Job%20Listing,Special Process Technician,"Job Description:Pratt & Whitney is a world leader in the design, manufacture and service of aircraft engines, and auxiliary power units. It offers a broad product portfolio that includes commercial aircraft jet engines, commercial turboprop engines, military aircraft engines, business and general aviation jet and turboprop engines, helicopter turboshaft engines.Pratt & Whitney in Singapore is a global center of excellence with the most comprehensive service offering outside of the U.S. Located in key industrial areas of Loyang, Seletar and Tuas, the Pratt & Whitney companies operating in Singapore include: Component Aerospace Singapore, Eagle Services Asia, P&W NGPF Manufacturing Company Singapore, Pratt & Whitney Canada (SEA), Pratt & Whitney Component Solutions, and Turbine Overhaul Services. Pratt & Whitney has been operating in Singapore for more than 30 years, making it one of the pioneers in the development of Singapore’s world-class aerospace industry.Special Process Technician",Pratt & Whitney,
190,Sciences,https://www.jobstreet.com.my/en/job/me-engineer-data-analysis-4806893?jobId=jobstreet-my-job-4806893&sectionRank=94&token=0~0095ae8b-e459-4f82-8db1-0e18b26842c0&fr=SRP%20Job%20Listing,ME Engineer (Data Analysis),"Job Description: Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree of Industrial Statistics, Mathematics or equivalent.Preferably Junior Executives specializing in Actuarial Science/Statistics or equivalent.Storng teaming, interpersonal and communication skills preferred.Full-Time position(s) available.Knowledge in Power BI will be an advantage.Fresh graduates from industrial statistics or mathematics are encouraged to apply.",Jabil Circuit Sdn Bhd,
191,Sciences,https://www.jobstreet.com.my/en/job/assistant-estate-supervisor-4802473?jobId=jobstreet-my-job-4802473&sectionRank=95&token=0~0095ae8b-e459-4f82-8db1-0e18b26842c0&fr=SRP%20Job%20Listing,Assistant Estate Supervisor,"Job Responsibilities:To be responsible for day-to-day operation of the durian plantation.To supervise, monitor and control of estate operations, including land cleaning works, planting, maintenance, staff and workers welfare.To assist in implementation and monitoring of expenses to ensure overall costs are within budget.To be responsible for the coordination and control of maintenance and harvesting operations to maximize the production of fruit.To manage records to ensure Estates accurate and up-to-date report on work done.To manage fertilizer stores, cover crop supplies, chemicals, machinery and other tools.To carry out and to ensure good agricultural practices are implemented at all time.To support estate administration in ensuring that all activities are compliant to OSHA requirements.To perform ad-hoc assignments from time to time.",Yayasan Perak Wan Yuen Sdn Bhd,
192,Sciences,https://www.jobstreet.com.my/en/job/account-manager-laboratory-4804858?jobId=jobstreet-my-job-4804858&sectionRank=96&token=0~0095ae8b-e459-4f82-8db1-0e18b26842c0&fr=SRP%20Job%20Listing,Account Manager - Laboratory,"Job Desription: In this job you are required to develop sales plan, achieve sales and profit targets in align with business goals and strategies. You are responsible for building and maintaining good customer relationships, expanding customer base, negotiating and closing deals. On top of that, you are responsible to plan and monitor the actual versus forecast sales progress under your portfolio.",Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,
193,Sciences,https://www.jobstreet.com.my/en/job/laboratory-technician-4800388?jobId=jobstreet-my-job-4800388&sectionRank=99&token=0~0095ae8b-e459-4f82-8db1-0e18b26842c0&fr=SRP%20Job%20Listing,Laboratory Technician,"Responsibilities: To perform day-to-day analytical testing in technical service laboratory.To report test results timely to superior and to troubleshooting peculiar results.To ensure all laboratory equipment is correctly installed, fully functional and is calibrated as per schedule.To ensure safe storage and disposal of all samples and chemicals in technical service laboratory.To ensure good housekeeping of the technical service laboratory.",Thor Specialties Sdn Bhd,
194,Sciences,https://www.jobstreet.com.my/en/job/senior-data-analyst-4805553?jobId=jobstreet-my-job-4805553&sectionRank=100&token=0~0095ae8b-e459-4f82-8db1-0e18b26842c0&fr=SRP%20Job%20Listing,Senior Data Analyst,"Job Description: Manage the data dictionary and reference data management.Triage, solution and resolve data quality issues.Develop and implement a data enrichment strategy by identify internal and external data sources to meet business objectives.Conceptualizes, designs, develops, integrates, deploys and maintains the data layer and data components by applying specialized knowledge of information, data and database management disciplines to provide world-class solutions for our clients.Work with Regional on data preparation and build/ assist in data models.Review day-to-day operation processes, identify area of improvement in operational processes and make actionable recommendations.Drive strategic analysis and provide recommendations for ad hoc requests, both from within the team and externally.Design and develop ETL/ ELT pipelines from multiple sources and system into the Data Lake/ Data Warehouse.Work with internal stakeholders to gather requirements; understand, analyze, and translate business requirements into specifications that will be used to implement the Data Lake solution.Develop and implement methods to improve data reliability & quality.Responsible for daily maintenance and monitoring of the data lake, data warehouse and the collection, testing, extraction and transformation of the data from the various sources for predictive and/ or prescriptive modelling.Perform data cleansing activities ensuring data accuracy and data integrity is met.Documenting technical and business logic as per the requirement.Experience working in Data warehouse ETL & BI platforms and have a good understanding of related development activities and challengesStrong knowledge of and experience with reporting, databases (SQL etc), programming ( ETL frameworks)Experience in understanding the source data from various platforms and mapping them into Entity relationship model(ER) for data integration and reporting.Has deep understanding of data architecture & data modeling best practices and guidelines for different data and analytic platforms.",UST Global (M) Sdn Bhd,
